Timestamp,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
12/5/2016 14:36:45,"Jeff Rosenstock, Worry","PUP, The Dream Is Over","Explosions In The Sky, The Wilderness","Russian Circles, Guidance","Laura Stevenson, Cocksure"
12/9/2016 4:51:53,"Carter Sampson, Wilder Side","The Stray Birds, Magic Fire","Jess Morgan, Edison Gloriette","Ruth Theodore, Cactacus","Cale Tyson, Careless Soul"
12/5/2016 13:25:10,"RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED"
12/5/2016 13:25:26,"RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED"
12/5/2016 13:25:42,"RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED"
12/5/2016 13:25:57,"RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED"
12/5/2016 13:26:15,"RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED"
12/5/2016 13:26:31,"RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED","RVRB, FADED"
12/6/2016 18:32:55,"Kacy & Clayton, Strange Country","Whitney, Light Upon the Lake","Anderson .Paak, Malibu","Ry X, Dawn","Bon Iver, 22, A Million"
12/5/2016 17:11:26,"Kanye West, The Life of Pablo","Bon Iver, 22, A Million","Laura Mvula, The Dreaming Room","Ryan Keberle & Catharsis, Azul Infinito","Kendrick Lamar, Untitled Unmastered"
12/7/2016 5:37:24,"PJ Harvey, The Hope Six Demolition Project","Neil Young, Peace Trail","Nathan Bowles, Whole & Cloven","Ryley Walker, Golden Sings ","Buck Curran, Immortal Light"
12/6/2016 17:14:01,"Leonard Cohen, You Want It Darker","Damien Jurado, Visions of Us in the Land","ANOHNI, Hopelessness","Ryley Walker, Golden Sings That Have Been Sung","Michael Kiwanuka, Love & Hate"
12/5/2016 19:10:36,"Hiss Golden Messenger, Heart Like A Levee","Bon Iver, 22 A Millio","Lambchop, FLOTUS","Ryley Walker, Golden Sings That Have Been Sung","Cass McCombs, Mangy Love"
12/9/2016 13:16:56,"Anderson.Paak, Malibu","Margo Price, Midwest Farmer's Daughter","Kate Tempest, Let Them Eat Chaos","S U R V I V E, RR7349","Mutual Benefit, Skip A Sinking Stone"
12/6/2016 14:30:55,"Mitski, Puberty 2","Car Seat Headrest, Teens of Denial","A Tribe Called Quest, We Got It From Here...","Sad13, Slugger","Wilco, Shmilco"
12/5/2016 20:49:35,"David Bowie, Blackstar","The Naked And Famous, Simple Forms","Garbage, Strange Little Birds","Sad13, Slugger","Broods, Conscious"
12/5/2016 21:23:25,"Young the Giant, Home of the Strange","Glass Animals, How to Be A Human Being","Bon Iver, 22, A Million","Saint Motel, Saintmotelevision","Bad Suns, Disappear Here"
12/8/2016 15:15:23,"Sturgill Simpson, A Sailor's Guide to Earth","Y La Bamba, Ojos del Sol","Gillian Welch, Boots No. 1","Sam Beam & Jesca Hoop, Love Letter for Fire","Paul Simon, Stranger to Stranger"
12/9/2016 16:42:47,"Big Thief, Masterpiece","Kevin Morby, Singing Saw","Parquet Courts, Human Performance","Sam Evian, Premium","Bon Iver, 22 A Million"
12/11/2016 19:57:35,"King Creosote, Astronaut Meets Appleman","Leonard Cohen, You Want It Darker","Graham Nash, This Path Tonight","Santana , Santana IV","Passenger, Young As the Morning Old As the Sea"
12/12/2016 10:23:13,"The Olympians, The Olympians","Jake Shimabukuro, Nashville Sessions","Various Artists, Hamilton Mixtape","Santana, Santana IV","A Tribe Called Quest, We got it from Here... Thank You 4 Your service"
12/6/2016 1:01:38,Dragonette- Royal Blues ,FLUME- Skin,David Bowie- Black Star,Santigold- 99 cents ,Phantogram- Three
12/9/2016 13:44:19,"Mike Doughty, The Heart Watches While the Brain Burns","Blink-182, California","Hinds, Leave Me Alone","Santigold, 99 Cents","Jaymay, To Tell the Truth"
12/7/2016 19:07:02,"Radiohead, A Moon Shaped Pool","Laura Gibson, Empire Builder","Nick Cave, Skeleton Tree","Santigold, 99 Cents","MIA, AIM"
12/5/2016 18:22:45,"David Bowie, Blackstar","Róisín Murphy, Take Her Up To Monto","The Kills, Ash & Ice","Santigold, 99¢","St. Lucia, Matter"
12/6/2016 14:48:10,"Eric Lindell, Matters of the Heart","Cyro Baptista, BlueFly","Thumbscrew, Convallaria","Sao Paulo Ska Jazz,Gringo","Fire! Orchestra, Ritual"
12/5/2016 19:53:35,"mandolin orange, Blindfaller","Sturgill Simpson, A Sailor's Guide to Earth",drive by truckers american band,Sara Watkins Young in all the wrong ways,"Shovels and rope, little seeds"
12/6/2016 8:37:20,"Aoife O'Donovan, In the Magic Hour","Sarah Jarosz, Undercurrent",Ten Strings & a Goat Skin .. can't remember its name!!,"Sara Watkins, Young in all the Wrong Ways",Case/Lang/Veirs
12/7/2016 18:13:16,"Bon Iver, 22 A Million","Xenia Rubinos, Black Terry Cat","Junius Meyvant, Floating Harmonies","Sarah Jarosz, Undercurrent","Pony Bradshaw, Bad Teeth"
12/10/2016 10:19:24,"Mitski, puberty 2","Jamila woods, heaven","Chance the rapper, coloring book","Sarah neufeld, the ridge","Charlie Hilton, palana "
12/5/2016 23:10:45,"Chelle Rose, ""Blue Ridge Blood""","Elizabeth Cook, ""Exodus of Venus""","Ray Wylie Hubbard, ""The Ruffians Misfortune""","Sarah Potenza, ""Monster""","Lucinda Williams, ""Ghosts of Highway 20"""
12/7/2016 9:56:39,"Brent Cobb, Shine On Rainy Day","Neko Case, KD Lang, Laura Veirs: case/lang/veirs","Dylan LeBlanc, Cautionary Tale","Sarah Watkins, Young in All the Wrong Ways","Bonnie Bishop, Ain't Who I Was"
12/10/2016 13:06:47,David Bowie - Black Star,Beyonce - Lemonade,Radiohead - Moon Shaped Pool,Savages - Adore Life,Leonard Cohen - You Want It Darker
12/5/2016 14:46:45,"Memoryhouse, Soft Hate","Puro Instinct, Autodrama","Alice Underground, The Cambria Sessions","Savages, Adore Life","Electric Citizen, Higher Time"
12/12/2016 8:20:26,"David Bowie, Blackstar","Nick Cave, Skeleton Tree","Bon Iver, 22, a million","Savages, Adore Life","The Lemon Twigs, Do Hollywood"
12/5/2016 17:19:12,"Mannequin Pussy, Romantic","The Lumineers, Cleopatra","Frightened Rabbit, Painting Of A Panic Attack","Savages, Adore Life","Sturgill Simpson, A Sailor's Guide To Earth"
12/8/2016 21:36:08,"Car Seat Headrest, Teens of Denial","Shearwater, Jet Plane and Oxbow","Fruit Bats, Absolute Loser","Savages, Adore Life","Whitney, Light Upon the Lake"
12/6/2016 13:53:36,"Car Seat Headrest, Teens of Denial","Mitski, Puberty 3","M83, Junk","Savages, Adore Life","Garbage, Strage Little Birds"
12/6/2016 11:23:25,Sawyer Fredericks A Good Storm,Sawyer Fredericks A Good Storm,Sawyer Fredericks A Good Storm,Sawyer Fredericks A Good Storm,Langhorne Slim The Way We Move
12/5/2016 20:40:19,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:40:37,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:40:54,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:41:09,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:41:28,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:41:41,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:41:56,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:42:12,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:42:33,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:42:47,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:43:03,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:43:19,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:43:34,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:43:48,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:44:08,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:44:28,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:44:48,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:45:04,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:45:19,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:45:35,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:45:58,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:46:23,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:46:47,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:47:09,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:47:25,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:47:41,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:47:57,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:48:14,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:48:29,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:48:47,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:49:04,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:49:20,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:49:36,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:49:56,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:50:14,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:50:29,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:50:49,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:51:05,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:51:20,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:51:36,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:51:56,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:52:13,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:52:33,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:52:50,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:53:07,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:53:24,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:53:43,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:54:00,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:54:20,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:54:43,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/5/2016 20:55:07,"Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm""","Sawyer Fredericks, ""A Good Storm"""
12/6/2016 9:39:02,Christine and the Queens - Chaleur Humaine,Radiohead - A Moon Shaped Pool,GoGo Penguin - Man Made Object,School of Seven Bells - SVIIB,Hiss Golden Messenger - Heart Like a Levee
12/5/2016 19:05:40,"Car Seat Headrest, Teens of Denial","Chance the Rapper, Coloring Book","Frank Ocean, Blonde","Schoolboy Q, Blank Face","Pinegrove, Cardinal"
12/5/2016 15:13:41,"Chance the Rapper, Coloring Book","Hamilton Leithauser + Rostam, I Had a Dream That You Were Mine","Radiohead, A Moon Shaped Pool","Schoolboy Q, Blank Face","A Tribe Called Quest, We Got It From Here...Thank You 4 Your Service"
12/5/2016 20:16:51,"David Bowie, Blackstar","Radiohead, A Moon Shaped Pool","Pixies, Head Carrier","Scott & Charlene's Wedding, Mid Thirties Single Scene","Michael Stein and Kyle Dixon, Stranger Things Soundtrack"
12/5/2016 20:24:45,"beyonce, lemonade","okkervil river, away","robert ellis, robert ellis","scott and charlene's wedding, mid thirties single scene","margaret glaspey, emotions and math"
12/5/2016 16:00:52,"Quaker City Night Hawks, El Astronauta","Miranda Lambert, Weight of The Wings","Ryan Beaver, RX ","Sean McConnell, Sean McConnell",
12/12/2016 11:58:44,"bon iver, 22 a million","radiohead, a moon shaped pool","red hot chilli peppers, the getaway","sean watkins, what to fear","joseph arthur, the family"
12/11/2016 12:00:44,"Zayn, mind of mine","One direction, made in the a.m.","Tove lo, lady wood ","Selena gomes, revival","Ariana grande, dangerous woman"
12/11/2016 13:18:30,"Selena Gomez, Revival","Selena Gomez, Revival","Selena Gomez, Revival","Selena Gomez, Revival","Selena Gomez, Revival"
12/5/2016 15:43:42,"ZAYN, Mind of Mine","Lady Gaga, Joanne","The Weeknd, Starboy","Selena Gomez, Revival","Drake, Views"
12/11/2016 13:14:35,"Zayn,Mind Of Mine","Justin Bieber,Purpose","One Direction,Made In The A.M","Selena Gomez,Revival","Taylor Swift,1989"
12/5/2016 14:50:57,"Whitney, Light Upon the Lake","Lucius, Good Grief","Margo Price, Midwest Farmer's Daughter","Seratones, Get Gone","Aaron Lee Tasjan, Silver Tears"
12/12/2016 3:02:45,"Radiohead, A Moon Shaped Pool","David Bowie, Black Star","Bon Iver, 22 A Million","Sharon Jones and the Dap Kings, I'm Still Here ","Flock of Dimes, If You See Me, Say Yes"
12/11/2016 11:29:40,ZAYN - Mind of Mine,Aariana Grande - Dangerous Woman,Drake - Views,Shawn Mendes - Illuminate,Rihanna - Anti
